epoch,lr,loss,iou,val_loss,val_iou,val_dice
1,0.001,1.075566189629691,0.010510949099920194,1.0762285319241611,1.3154140734160244e-10,2.6308281463888253e-10
2,0.001,0.9294671160834176,1.6409671778554132e-10,0.9360140670429576,1.3154140734160244e-10,2.6308281463888253e-10
3,0.001,0.8809868977183387,1.701896671598895e-10,1.219183011488481,1.3154140734160244e-10,2.6308281463888253e-10
4,0.001,0.8375213174592882,0.15506891882874213,1.0426087271083484,1.3154140734160244e-10,2.6308281463888253e-10
5,0.001,0.8231573019708905,0.26317850079232996,1.0049748745831577,1.3154140734160244e-10,2.6308281463888253e-10
6,0.001,0.736054329645066,0.3001057902036669,0.9050316918979991,0.24594100165876237,0.39251671055806087
7,0.001,0.6533937127817244,0.3377188854913244,1.0688916444778442,0.15502319630248407,0.26654017005330305
8,0.001,0.601510614156723,0.3655610058514141,1.043652198531411,0.09858329400441655,0.17820831973918702
9,0.001,0.6051962801388332,0.3759813391689023,0.5248148468407717,0.46480051467944217,0.6297760412626213
10,0.001,0.58097091175261,0.38569984962112586,0.5676067471504211,0.48020416763127344,0.6465623412948337
11,0.001,0.567470425651187,0.40647430778543747,0.5645742633125999,0.5051060098829907,0.6692326019607988
12,0.001,0.5679461686384111,0.40063039881132073,0.4386530870741064,0.5647961963094779,0.7207371470513914
13,0.001,0.5417341589927673,0.4232056707179397,0.7253442840142683,0.39643484431929593,0.5638721924749924
14,0.001,0.5367912536575681,0.42241264570868314,0.8913937373594805,0.30465374116965627,0.46232841741091146
15,0.001,0.526339943919863,0.4351956892461729,0.47254318540746515,0.5110766745941485,0.6739333922502612
16,0.001,0.5066057003679729,0.4469862743561001,0.8073928139426492,0.34846041120039856,0.5128238204009609
17,0.001,0.5097590514591762,0.44689504713592665,0.5171681913462552,0.5396619736675418,0.6971185415058537
18,0.001,0.512464097567967,0.4345893374777015,0.46676377816633746,0.5416768196178552,0.7012805407173756
19,0.001,0.4924581831409818,0.4666989261697176,0.44807039065794513,0.5724387781592213,0.7264718598759575
20,0.001,0.4931052838053022,0.4561343657851767,0.6375439383766868,0.43525412756625104,0.605580727780653
21,0.001,0.5138722104685647,0.44974907027678934,0.596433081410148,0.41599772235132,0.5805328982519506
22,0.001,0.47899982758930754,0.4680178196291334,0.5111018419265747,0.42663110964206474,0.5917769317465607
23,0.001,0.4506424097787766,0.47910137572309114,3.1225573366338555,0.11385089656134503,0.20318511964708294
24,0.001,0.45382910541125704,0.48014507443548626,0.8159621737220071,0.35989249710900023,0.5250536862719788
25,0.001,0.4401008188724518,0.5235841017685536,1.4984195665879683,0.2085679128973714,0.3425045108965415
26,0.001,0.4449015933842886,0.5040168744223965,0.44011631878939544,0.5277980880285892,0.6865743457528478
27,0.001,0.43333176487968084,0.5203075140545239,0.50998840006915,0.5567864461737689,0.7133591799799195
28,0.001,0.45017061205137343,0.5000932968031663,1.1026630401611328,0.24442348559106108,0.3883704246755121
