epoch,lr,loss,iou,val_loss,val_iou,val_dice
1,0.001,1.0396754514603388,0.003560614192114463,1.100499315695329,1.3154140734160244e-10,2.6308281463888253e-10
2,0.001,0.8759735936210269,0.10577714964699697,1.1385694200342351,1.3154140734160244e-10,2.6308281463888253e-10
3,0.001,0.760165410382407,0.31150317451187864,1.274841384454207,1.3154140734160244e-10,2.6308281463888253e-10
4,0.001,0.6856740400904701,0.321759519797119,0.9795393727042458,0.10309731501160078,0.1809035460766877
5,0.001,0.6511627932389578,0.3533188240347645,1.2054433931003918,0.15955649731632857,0.2737354413371162
6,0.001,0.6183891722134182,0.3673752076119986,0.7365057034925981,0.3763355419643222,0.5432654133298098
7,0.001,0.5884334743022919,0.38230590535371906,1.0548135746609082,0.2125423999344358,0.34575945143882353
8,0.001,0.5929465606099084,0.37752636261466044,1.2519283944910222,0.16955699562448528,0.2878363706112639
9,0.001,0.5815535329637074,0.3933930993188452,1.1818694201382725,0.17401305572640435,0.2943820152148502
10,0.001,0.5650860383397057,0.40250010784134316,0.7256209091706709,0.275515119468769,0.429629767112739
11,0.001,0.5709587378161294,0.40088716913498557,1.0132525834170254,0.2517049834263112,0.3989791555437518
12,0.001,0.5312479918911344,0.4360515636086883,1.4863148710944436,0.17796194500822493,0.29942692039167423
13,0.001,0.5419249633948008,0.4142883586783069,1.0006814165548845,0.21765595338723254,0.3446951389272368
14,0.001,0.5292975462618328,0.4259883246157256,0.5880039849064567,0.44411406971956685,0.6081341647388355
15,0.001,0.5140594158853803,0.44905550923895643,0.8033786524425853,0.2796984941096041,0.42779339700154856
16,0.001,0.4999598605292184,0.44274781715762196,0.6433956731449474,0.4497934211671408,0.616655407220389
17,0.001,0.5241355768271855,0.43068506866356726,1.466720548543063,0.19239022553934254,0.3205114101225012
18,0.001,0.5085896097478413,0.438112902467665,0.4932632337916981,0.526196548722792,0.6882281304424869
19,0.001,0.4934176731677282,0.45589251556600435,0.5223713896491311,0.5213340029163651,0.6832465918258079
20,0.001,0.4916078576019832,0.4523973920320735,1.0461608171463013,0.0889585121404074,0.1604682324166539
21,0.001,0.49083925996507916,0.46060170001844825,2.496042099866,0.1274844342646658,0.22451328663563375
22,0.001,0.4959693607829866,0.4510130734229138,0.996174996549433,0.2682775221940289,0.41972660110170534
23,0.001,0.4670911700952621,0.4801732747145725,2.3805850852619517,0.12085657316514413,0.21417089112540966
24,0.001,0.4702039886088598,0.46472269715016556,0.3928239914503964,0.6231023974818903,0.7671768009762231
25,0.001,0.44763910060837153,0.48085923089612315,0.9500115188685331,0.14972744976071214,0.2563630236627442
26,0.001,0.4365049969582331,0.5170003972632438,2.356825438412753,0.1377248640555012,0.24055570984695776
27,0.001,0.4457619935274124,0.5066826751956528,3.482079787687822,0.09871232795827117,0.17868115057726705
28,0.001,0.4352230330308278,0.5089742335620533,3.9563245339827104,0.0975509536635919,0.1768576556841617
29,0.001,0.4632497252452941,0.46986020997727873,0.565167177807201,0.5157805180778816,0.6769649856453559
30,0.001,0.4262861403680983,0.5245207504369692,0.3633785843849182,0.6364767837927957,0.7762114227443011
31,0.001,0.42489572224162875,0.5137943593756833,0.3941336084495891,0.5692367676442202,0.7216853474322277
32,0.001,0.42759820109321955,0.5089676405244271,0.858339087529616,0.27673081265431687,0.4202970165375653
33,0.001,0.39035370520183016,0.5442931843399507,2.340507377277721,0.13881891918579717,0.24178343740515748
34,0.001,0.4160221666097641,0.5118848298854718,0.7394847626035864,0.3166501343078852,0.4696210329554674
35,0.001,0.4014664036887033,0.5249152513253202,0.4444870352745056,0.5185534661904314,0.6785922463877605
36,0.001,0.38211131947381155,0.5570178530005828,0.9702494740486145,0.17772879625639523,0.29927967253986526
37,0.001,0.38533455984933035,0.5531710026017371,1.40105600790544,0.19989526028129942,0.33075436031807404
38,0.001,0.3810336632387979,0.5500459130392832,0.549450692805377,0.47855100214942703,0.6446057818378306
39,0.001,0.3743684078965868,0.5803508748914518,2.2107312245802446,0.14284472858993402,0.2480927113717678
40,0.001,0.39164797748838154,0.5362140014075907,1.3525220155715942,0.19040603724366856,0.3166337585630555
41,0.001,0.36456039264088586,0.5511072330813303,2.9141551581296055,0.1066581520808815,0.19155399350286978
42,0.001,0.3565508120116733,0.5902874407214552,2.3175051645799116,0.13155772188592987,0.231018373004471
43,0.001,0.3639279575574966,0.5525557435092473,1.7874643802642822,0.161813694304284,0.2765090583286502
44,0.001,0.35924525204158964,0.5852973476990757,1.924966205250133,0.13888115719807478,0.24244832999868923
45,0.001,0.3581304961726779,0.5659466512016332,2.867261994968761,0.11551791815921585,0.20589633075130562
